"기준_년_코드","기준_분기_코드","상권_구분_코드","상권_구분_코드_명","상권_코드","상권_코드_명","집객시설_수","관공서_수","은행_수","종합병원_수","일반_병원_수","약국_수","유치원_수","초등학교_수","중학교_수","고등학교_수","대학교_수","백화점_수","슈퍼마켓_수","극장_수","숙박_시설_수","공항_수","철도_역_수","버스_터미널_수","지하철_역_수","버스_정거장_수"
"2017","4","A","골목상권","1000407","연서로33길","98","2","3","","","13","1","1","1","","","","1","","11","","","","1","16"
"2017","4","A","골목상권","1000406","연서로29길","130","3","5","1","","17","3","2","1","2","","","1","","16","","","","1","26"
"2017","4","A","골목상권","1000404","연서로27길","161","2","5","1","1","21","3","2","1","2","","","1","","15","","","","1","37"
"2017","4","A","골목상권","1000447","증가로10길","65","4","4","","","8","1","4","1","","1","","1","","1","","","","","20"
"2017","4","A","골목상권","1000330","삼양로27길","145","5","3","","","14","1","2","1","1","","","2","","8","","","","","56"
"2017","4","A","골목상권","1000441","세무서2길","160","5","5","","2","19","5","1","","","","","2","1","5","","","","1","30"
"2017","4","A","골목상권","1000639","남부순환로97길","90","","3","","1","11","3","","","","","","","","8","","1","","1","17"
"2017","4","A","골목상권","1000638","구로중앙로8길","117","2","5","","","19","2","2","2","","","","","1","2","","","","2","33"
"2017","4","A","골목상권","1000601","초록마을로8길","51","3","1","","","4","3","3","","","","","","","1","","","","","34"
"2017","4","A","골목상권","1000636","구로중앙로42길","55","3","7","","","3","2","2","","1","","","1","","","","","","1","24"
"2017","4","A","골목상권","1000594","양천로26길","41","1","1","","","4","2","1","1","2","","","1","","","","","","1","21"
"2017","4","A","골목상권","1000520","목동동로8길","58","3","2","","","5","1","1","2","1","","","1","1","1","","","","","23"
"2017","4","A","골목상권","1000592","양천로24가길","97","1","3","","1","11","2","1","","2","","","","","4","","","","","30"
"2017","4","A","골목상권","1000581","국회대로7길","58","2","1","","","10","2","","","","","","1","","5","","","","","17"
"2017","4","A","골목상권","1000634","구로중앙로28길","99","3","3","","","10","","2","1","1","","","","","10","","","","","36"
"2017","4","A","골목상권","1000555","강서로17가길","67","2","2","","1","10","1","","1","","","","","","","","","","1","8"
"2017","4","A","골목상권","1000570","곰달래로31길","51","2","","","","5","1","1","","","","","","","","","","","","24"
"2017","4","A","골목상권","1000529","목동중앙서로7길","89","3","4","","","16","1","1","1","1","","","","","4","","","","","10"
"2017","4","A","골목상권","1000545","중앙로45길","105","3","3","","","15","","1","2","","","","1","","4","","","","1","24"
"2017","4","A","골목상권","1000646","부일로15길","47","3","","","","4","1","","","","","","","","","","","","","31"
"2017","4","A","골목상권","1000425","증산로21길","102","2","2","","","13","4","1","","","","","2","","7","","","","1","23"
"2017","4","A","골목상권","1000517","남부순환로88길","62","","","","","2","1","1","1","","","","","","1","","","","","48"
"2017","4","A","골목상권","1000630","구로동로42길","71","3","3","","","9","","1","","","","1","","1","6","","","","","21"
"2017","4","A","골목상권","1000489","신촌로28가길","62","","1","","","10","3","2","","","","","","","7","","","","1","15"
"2017","4","A","골목상권","1000488","신촌로12길","242","1","4","","1","15","1","1","","","","1","","2","87","","1","1","1","46"
"2017","4","A","골목상권","1000622","고척로27길","87","1","","","","9","3","2","1","2","","","","","","","","","","38"
"2017","4","A","골목상권","1000379","동일로173가길","116","4","5","","2","11","2","3","","","","","","","4","","","","2","46"
"2017","4","A","골목상권","1000498","월드컵로11길","109","1","3","","","14","1","1","","","","","","","6","","","","1","23"
"2017","4","A","골목상권","1000496","와우산로3길","47","","","","","3","","","","","","","","1","16","","","","1","16"
"2017","4","A","골목상권","1000512","남부순환로33길","79","3","4","","1","12","2","","2","","","","1","1","7","","","","","20"
"2017","4","A","골목상권","1000615","개봉로2길","119","2","5","","","16","4","1","","","","","1","","3","","","","","27"
"2017","4","A","골목상권","1000349","한천로132길","125","5","5","","1","11","1","","","","","","","1","28","","","","1","28"
"2017","4","A","골목상권","1000575","공항대로42길","91","2","4","","2","12","2","1","1","","","1","3","","","","","","","26"
"2017","4","A","골목상권","1000484","성산로4길","67","2","2","","","7","1","3","1","","","","","","7","","","","1","22"
"2017","4","A","골목상권","1000276","보문로31길","72","5","3","","","5","3","1","","1","","","","2","7","","","","1","27"
"2017","4","A","골목상권","1000249","봉우재로33길","111","","3","","1","7","2","1","","","","","","","41","","2","2","3","16"
"2017","4","A","골목상권","1000316","노해로23길","51","1","2","","1","11","2","","1","","","","","","1","","","","","14"
"2017","4","A","골목상권","1000287","오패산로3길","87","2","3","","","11","2","2","1","1","","","","","11","","","","","23"
"2017","4","A","골목상권","1000247","면목로56길","52","4","1","1","","8","3","1","1","","","","1","","4","","","","","11"
"2017","4","A","골목상권","1000223","겸재로36길","84","2","2","","","12","2","1","","","","","1","","6","","","","1","17"
"2017","4","A","골목상권","1000257","용마산로112길","55","3","1","","2","8","1","1","1","","","","","","8","","","","","14"
"2017","4","A","골목상권","1000290","인촌로1길","85","4","3","","","10","3","1","","","","","","2","7","","","","1","24"
"2017","4","A","골목상권","1000305","지봉로20길","63","1","3","","","7","5","1","","1","","","1","3","6","","","","1","14"
"2017","4","A","골목상권","1000209","천호대로12길","47","1","3","1","","9","2","1","","","","","1","2","4","","","","","10"
"2017","4","A","골목상권","1000206","제기로21길","43","1","1","","","4","3","1","1","1","","","","2","8","","","","","14"
"2017","4","A","골목상권","1000508","곰달래로10길","94","2","1","","","11","3","1","","","","","","","49","","","","","9"
"2017","4","A","골목상권","1000239","망우로68길","123","3","3","","2","23","2","2","1","","","","1","2","7","","","","","24"
"2017","4","A","골목상권","1000322","도봉로45길","95","2","4","","2","15","1","1","2","2","1","","4","","11","","","","2","12"
"2017","4","A","골목상권","1000100","무학봉28길","148","3","5","","1","19","1","1","","","","","1","","33","","","","1","11"
"2017","4","A","골목상권","1000136","긴고랑로9길","124","5","2","","1","19","1","2","","","","","1","","7","","","","1","30"
"2017","4","A","골목상권","1000142","동일로18길","109","1","9","","","11","2","","","","","1","","","10","","","","1","21"
"2017","4","A","골목상권","1000013","율곡로10길","97","2","4","","","5","1","2","","","","","","18","39","","","","2","11"
"2017","4","A","골목상권","1000130","광나루로37길","63","5","2","","1","7","3","1","1","1","","","","5","5","","","","","17"
"2017","4","A","골목상권","1000010","성균관로5길","96","4","6","","","7","","","","","1","","2","19","9","","","","","26"
"2017","4","A","골목상권","1000008","북촌로5나길","56","3","3","","1","1","","","1","1","1","","","16","4","","","","","22"
"2017","4","A","골목상권","1000006","북촌로11길","77","3","4","","","3","1","1","2","2","1","","","24","3","","","","","22"
"2017","4","A","골목상권","1000124","청계천로10나길","54","4","4","","","7","3","1","","","","","","2","3","","","","1","13"
"2017","4","A","골목상권","1000153","아차산로55길","83","7","4","","","7","","","1","1","","","1","","6","","","","1","22"
"2017","4","A","골목상권","1000005","백석동길","25","2","2","","","","","","","","","","","2","3","","","","","14"
"2017","4","A","골목상권","1000150","면목로17길","76","5","1","","","10","4","1","1","","","","","","7","","","","","27"
"2017","4","A","골목상권","1000149","뚝섬로64길","52","5","1","","","4","4","3","2","1","","","","1","3","","","","","13"
"2017","4","A","골목상권","1000171","답십리로23길","48","1","1","","1","8","3","","","","","","","","12","","","","","12"
"2017","4","A","골목상권","1000170","난계로30길","74","1","10","","2","6","","1","","","","","","3","22","","","","2","14"
"2017","4","A","골목상권","1000049","퇴계로90길","105","3","6","","","12","1","1","","1","","","","","25","","","","1","22"
"2017","4","A","골목상권","1000191","왕산로32길","110","3","8","1","1","15","","","1","","","1","","2","14","","1","","3","20"
"2017","4","A","골목상권","1000042","청구로17길","91","4","4","","1","13","3","3","","","","","","","10","","","","2","10"
"2017","4","A","골목상권","1000041","장충단로8길","103","3","3","","","8","2","1","1","1","","","","4","51","","","","4","10"
"2017","4","A","골목상권","1000038","동호로8길","103","4","5","","1","17","2","","","","","","","","4","","","","2","16"
"2017","4","A","골목상권","1000036","동호로15길","107","5","5","","1","16","2","","1","1","","","","3","9","","","","2","13"
"2017","4","A","골목상권","1000115","아차산로5길","87","4","10","","1","11","","","","","","","2","","6","","","","3","18"
"2017","4","A","골목상권","1000078","한강대로15길","53","2","3","","","8","","1","","1","","","","2","11","","1","","1","11"
"2017","4","A","골목상권","1000077","한강대로104길","113","4","10","","","14","1","1","","","","","","3","33","","1","","2","24"
"2017","4","A","골목상권","1000032","다산로38길","100","7","5","","","15","1","1","","","","","1","","23","","","","3","7"
"2017","4","A","골목상권","1000542","중앙로25길","61","4","","","","8","2","3","1","","","","1","","3","","","","1","19"
"2017","4","A","골목상권","1000541","은행정로7길","96","3","5","","","11","2","1","","2","","","1","","6","","","","1","14"
"2017","3","A","골목상권","1000032","다산로38길","100","7","5","","","15","1","1","","","","","1","","23","","","","3","7"
"2017","3","A","골목상권","1000440","세검정로1길","119","2","3","","","16","4","2","","","1","","1","","13","","","","","42"
"2017","3","A","골목상권","1000523","목동중앙남로3가길","45","1","2","","","9","2","1","1","2","","","","","1","","","","","7"
"2017","3","A","골목상권","1000603","화곡로13길","44","2","1","","","5","4","1","2","","","","1","1","2","","","","","11"
"2017","3","A","골목상권","1000531","신목로2길","70","1","2","","","10","1","1","","","","","","","1","","","","","12"
"2017","3","A","골목상권","1000547","중앙로51길","54","2","2","","","10","1","3","1","","","","","","2","","","","","10"
"2017","3","A","골목상권","1000580","공항대로8길","67","3","4","","","7","2","1","1","","","","","","10","","","","2","18"
"2017","3","A","골목상권","1000647","부일로1길","28","","1","","","2","1","","","","","","","","","","1","","2","15"
"2017","3","A","골목상권","1000645","부일로11길","60","3","","","","3","1","","1","6","","","","","","","","","","40"
"2017","3","A","골목상권","1000500","월드컵로19길","129","2","6","","","17","","","","","","","","","7","","","","1","19"
"2017","3","A","골목상권","1000382","상계로12길","81","3","2","","2","13","3","2","2","","","","","","5","","","","","25"
"2017","3","A","골목상권","1000381","동일로242길","61","1","","","1","6","2","2","1","","","","2","1","1","","","1","1","16"
"2017","3","A","골목상권","1000487","숭문길","65","4","1","","","6","2","1","3","3","1","","","1","4","","","","1","24"
"2017","3","A","골목상권","1000620","경인로47길","69","3","4","1","","7","","2","1","1","1","","","","2","","","","","21"
"2017","3","A","골목상권","1000643","디지털로32가길","119","5","12","","1","13","","1","","","","","","","14","","","","","24"
"2017","3","A","골목상권","1000640","도림로12길","68","2","3","","","8","3","1","","","","","","","15","","","","1","18"
"2017","3","A","골목상권","1000540","은행정로5길","91","2","5","","","10","1","2","","2","","","","","4","","","","","18"
"2017","3","A","골목상권","1000619","경인로35길","104","2","3","","1","12","1","1","1","","1","","1","","3","","1","","1","37"
"2017","3","A","골목상권","1000350","한천로139가길","129","3","6","","1","13","2","","","","","","","","23","","","","1","27"
"2017","3","A","골목상권","1000573","곰달래로60길","103","1","3","1","","20","2","","","","","","1","","6","","","","","12"
"2017","3","A","골목상권","1000486","숭문8길","38","2","1","","","2","4","2","2","3","1","","","1","3","","","","","11"
"2017","3","A","골목상권","1000483","성미산로32길","106","2","1","","","2","1","","1","2","","","1","1","70","","","","","17"
"2017","3","A","골목상권","1000559","강서로45길","86","","3","","","10","2","1","1","2","","","1","","1","","","","1","16"
"2017","3","A","골목상권","1000550","화곡로3길","41","2","1","","1","4","4","2","2","3","","","","1","","","","","","13"
"2017","3","A","골목상권","1000549","지양로7길","49","2","1","","","8","3","","1","","","","","","","","","","","13"
"2017","3","A","골목상권","1000656","금하로14길","146","4","7","","1","16","1","1","","","","","","","10","","","","","43"
"2017","3","A","골목상권","1000212","천호대로77길","88","4","4","","3","12","2","1","","","","","","","11","","","","1","18"
"2017","3","A","골목상권","1000328","삼양로20길","26","1","","","","2","","3","1","2","","","","","1","","","","","14"
"2017","3","A","골목상권","1000198","장한로26길","127","1","4","","2","15","2","1","","","","","","2","21","","","","","23"
"2017","3","A","골목상권","1000197","장한로26가길","114","1","3","","1","14","","1","1","","","","","2","26","","","","","27"
"2017","3","A","골목상권","1000315","노해로17길","93","6","5","","1","17","2","1","","","","","","","9","","","","","24"
"2017","3","A","골목상권","1000272","동소문로6길","107","2","6","","","15","2","","1","","1","","1","","8","","","","1","21"
"2017","3","A","골목상권","1000270","동소문로26가길","147","2","5","","","18","2","2","3","2","1","","1","2","17","","","","2","25"
"2017","3","A","골목상권","1000183","무학로45길","56","1","2","","1","4","","1","1","1","","","","","11","","","","","21"
"2017","3","A","골목상권","1000541","은행정로7길","96","3","5","","","11","2","1","","2","","","1","","6","","","","1","14"
"2017","3","A","골목상권","1000258","용마산로118길","91","3","1","","3","14","2","2","2","1","","","","","9","","","","","25"
"2017","3","A","골목상권","1000299","정릉로8길","27","3","1","","","1","","","2","1","1","","","2","","","","","","14"
"2017","3","A","골목상권","1000220","휘경로2길","81","2","1","","","18","3","","","","2","","","","5","","","","1","16"
"2017","3","A","골목상권","1000295","장월로1길","53","2","3","","","6","2","1","1","","1","","","1","","","","","1","21"
"2017","3","A","골목상권","1000228","동일로100길","113","3","6","","2","15","2","2","","","","","","","11","","","","1","30"
"2017","3","A","골목상권","1000226","공릉로2길","83","4","1","","1","11","","","1","","","","","","2","","","","1","23"
"2017","3","A","골목상권","1000560","강서로45다길","89","1","2","","2","12","2","","1","2","","","","","1","","","","1","15"
"2017","3","A","골목상권","1000245","면목로49길","129","4","2","1","","21","2","1","","","","","1","","11","","","","1","22"
"2017","3","A","골목상권","1000281","삼양로8길","119","2","3","","2","17","3","1","","1","","1","","","13","","","","1","40"
"2017","3","A","골목상권","1000242","면목로33길","46","2","1","","","4","2","2","1","","","","","","2","","","","1","16"
"2017","3","A","골목상권","1000308","한천로76길","80","2","1","","","12","1","1","1","1","","","","1","3","","1","","2","29"
"2017","3","A","골목상권","1000321","도봉로18길","69","4","2","","1","5","4","2","","","","","2","","7","","","","","34"
"2017","3","A","골목상권","1000146","뚝섬로48길","64","1","2","","","5","3","2","1","1","","","","1","4","","","","1","21"
"2017","3","A","골목상권","1000067","원효로53길","126","4","9","","","13","3","2","","","","","1","1","11","","","","2","41"
"2017","3","A","골목상권","1000139","능동로34길","102","3","5","","2","10","2","2","","1","","","1","6","7","","","","2","14"
"2017","3","A","골목상권","1000059","서빙고로71길","36","2","","","","1","1","1","2","1","","","","7","3","","1","","1","15"
"2017","3","A","골목상권","1000011","숭인동길","110","3","9","","2","7","","1","1","1","","","1","1","44","","","","2","18"
"2017","3","A","골목상권","1000007","북촌로5길","76","4","4","","","3","1","1","1","2","","","","25","4","","","","","20"
"2017","3","A","골목상권","1000004","명륜길","54","2","1","","","5","","","","2","1","","2","13","","","","","","23"
"2017","3","A","골목상권","1000003","돈화문로11가길","185","3","11","","","9","1","2","","1","1","","","42","54","","","","2","25"
"2017","3","A","골목상권","1000048","퇴계로8길","157","6","13","","","9","1","","","","1","","","8","60","","","","1","21"
"2017","3","A","골목상권","1000045","퇴계로18길","154","4","6","","","4","2","3","","1","3","","","13","69","","","","1","16"
"2017","3","A","골목상권","1000092","뚝섬로5길","71","3","5","","","5","2","2","2","2","","","","","2","","","","1","29"
"2017","3","A","골목상권","1000121","용답29길","114","2","7","","2","18","1","1","","","","","1","2","9","","","","2","18"
"2017","3","A","골목상권","1000035","동호로11길","98","5","4","","1","17","","","1","1","","","1","2","10","","","","3","12"
"2017","3","A","골목상권","1000080","한강대로52길","54","5","4","","","3","","1","","","","","","2","10","","","","2","7"
"2017","3","A","골목상권","1000173","답십리로60길","56","2","","","1","10","2","1","","","","","","","3","","","","","14"
"2017","3","A","골목상권","1000799","남부순환로234길","61","2","2","","1","8","","1","","","","","1","","","","","","","22"
"2017","3","A","골목상권","1000798","남부순환로172길","81","3","1","","1","9","1","1","2","1","","","","1","28","","","","","15"
"2017","3","A","골목상권","1000671","시흥대로120길","125","6","6","","2","19","1","1","","","","","","1","14","","","","","23"
"2017","3","A","골목상권","1000670","벚꽃로56길","148","1","20","","","13","","1","","","","","","2","15","","1","","2","43"
"2017","3","A","골목상권","1000834","청룡길","113","1","8","","3","17","2","1","","","","","1","","19","","","","","14"
"2017","3","A","골목상권","1000762","서달로10길","59","1","3","","","10","1","1","1","","","","2","2","1","","","","","19"
"2017","3","A","골목상권","1000750","사당로23길","34","1","","","","2","1","1","1","","","","2","","1","","","","","19"
"2017","3","A","골목상권","1000759","상도로47길","71","1","2","","1","7","4","2","","","1","","","","1","","","","1","27"
"2017","3","A","골목상권","1000731","영등포로84길","76","3","1","1","1","6","","1","","","","","2","","15","","1","","1","32"
"2017","3","A","골목상권","1000696","대림로44길","84","3","6","","1","6","5","1","","","","","1","","","","","","","40"
"2017","3","A","골목상권","1000695","대림로34길","94","3","6","","1","10","2","2","1","","","","","","1","","","","","38"
"2017","3","A","골목상권","1000758","상도로37길","64","1","","","","9","3","","","","","","","","3","","","","1","19"
"2017","3","A","골목상권","1000717","신길로42길","82","1","2","","1","10","4","1","","","","","2","1","14","","","","","22"
"2017","3","A","골목상권","1000802","남현3길","108","3","3","","","11","","1","","","","","1","3","19","","","","2","9"
"2017","3","A","골목상권","1000710","선유로55길","87","4","2","","","9","1","1","","1","","","","2","13","","","","1","24"
"2017","3","A","골목상권","1000970","고덕로61길","31","4","","","","3","1","2","2","1","","","1","","","","","","","11"
"2017","3","A","골목상권","1000685","경인로80길","82","5","7","","","6","1","1","","","","1","","2","5","","1","","3","33"
"2017","3","A","골목상권","1000849","남부순환로325길","127","2","12","","2","10","","","","","","","1","3","21","","","1","1","27"
"2017","3","A","골목상권","1000892","개포로82길","51","1","3","","","4","1","1","1","1","","","","","","","1","","1","21"
"2017","3","A","골목상권","1000995","올림픽로77길","108","2","3","","1","11","","","","","","","","1","34","","","","","9"
"2017","3","A","골목상권","1000923","삼성로75길","86","1","17","","1","10","","","","","","","1","","8","","1","","","13"
"2017","3","A","골목상권","1000845","강남대로34길","130","6","7","","2","17","","","","","","","1","","1","","","","1","27"
"2017","3","A","골목상권","1000844","강남대로23길","42","1","3","","1","3","","1","","","","","","2","","","","","1","23"
"2017","3","A","골목상권","1000993","올림픽로48길","85","6","9","","1","9","2","1","1","1","","","1","6","","","","","1","22"
"2017","3","A","골목상권","1000941","동남로20길","96","1","5","","","12","2","2","1","1","","","2","2","1","","","","2","18"
"2017","3","A","골목상권","1000912","봉은사로109길","48","3","7","","1","3","","1","1","1","","","1","4","3","","","","","11"
"2017","3","A","골목상권","1000992","양재대로96길","95","","4","","","11","2","2","2","1","","","1","","4","","","","1","21"
"2017","3","A","골목상권","1000932","영동대로65길","59","1","6","","","4","1","1","2","1","","","1","1","2","","","","","18"
"2017","3","A","골목상권","1000888","강남대로140길","255","1","19","","2","19","","","","","","","","1","10","","","","2","12"
"2017","3","A","골목상권","1000743","동작대로7길","128","2","8","","1","15","1","1","","","","","1","2","10","","","","2","17"
"2017","3","A","골목상권","1000920","삼성로63길","108","2","6","1","","12","2","1","1","2","","1","1","","1","","","","","10"
"2017","3","A","골목상권","1000998","올림픽로98길","110","2","5","","","15","","","","","","","1","","5","","","","1","13"
"2017","3","A","골목상권","1000989","양재대로133길","126","1","5","","2","23","1","1","2","1","","","","1","2","","","","2","14"
"2017","3","A","골목상권","1000885","서초중앙로8길","128","3","11","","2","14","","2","","","1","","5","","5","","","1","1","34"
"2017","3","A","골목상권","1000906","도산대로23길","174","1","5","","1","8","1","1","","","","","1","1","16","","","","","7"
"2017","3","A","골목상권","1000948","백제고분로34길","61","2","3","","1","10","1","1","1","1","","","","1","2","","","","","11"
"2017","3","A","골목상권","1000872","서초대로4길","163","3","10","","1","18","1","1","1","1","","1","2","1","3","","","","1","26"
"2017","3","A","골목상권","1000985","암사길","49","1","1","","","7","2","1","2","1","","","3","","","","","","","11"
"2017","3","A","골목상권","1000937","학동로56길","144","2","7","","","13","","","1","","","","2","","4","","","","2","14"
"2017","3","A","골목상권","1000981","상암로5길","116","2","5","","","14","1","1","","","","","","","7","","","","1","18"
"2017","3","A","골목상권","1000768","신대방길","138","2","6","2","","23","3","2","1","","1","","","","14","","","","1","25"
"2017","3","A","골목상권","1000741","동작대로33길","136","2","6","","","17","1","","1","2","","1","2","","7","","","","1","17"
"2017","3","A","골목상권","1000914","봉은사로43길","88","5","9","","1","9","1","1","","","","","1","2","6","","1","","1","19"
"2017","3","A","골목상권","1000882","효령로34길","88","2","5","","","8","2","","","1","1","","","1","1","","","","1","23"
"2017","3","A","골목상권","1000933","일원로3길","68","3","4","","","8","","2","","1","","","3","","","","","","1","18"
"2017","3","A","골목상권","1000980","상암로51길","124","4","6","","2","19","1","2","1","2","","","1","1","2","","","","1","16"
"2017","3","A","골목상권","1000713","선유서로28길","61","4","","","2","7","2","1","","","","","","","11","","","","1","16"
"2017","3","A","골목상권","1000439","북아현로4길","103","2","6","","1","9","","2","2","1","1","","","","3","","","","2","41"
"2017","3","A","골목상권","1000345","인수봉로79길","48","1","","","1","","3","1","1","","","","","1","1","","","","","36"
"2017","3","A","골목상권","1000460","대흥로28길","97","1","2","","","12","3","2","1","1","","","","","7","","","","1","25"
"2017","3","A","골목상권","1000436","독립문로8길","125","2","2","","","7","1","2","2","1","2","","","6","7","","","","","62"
"2017","3","A","골목상권","1000476","망원로2길","79","3","1","","","6","","1","","","","","","2","3","","","","","34"
"2017","3","A","골목상권","1000395","서오릉로21길","57","2","2","","","6","3","1","2","2","","","1","1","1","","","","","24"
"2017","3","A","골목상권","1000455","통일로39길","135","4","4","","2","17","2","2","","","1","","1","1","7","","","","1","27"
"2017","3","A","골목상권","1000956","송이로32길","82","2","3","","","7","3","3","2","1","","","","","2","","","","","22"
"2017","3","A","골목상권","1000370","방학로15길","61","3","1","","","3","3","3","1","2","","","","","","","","","","36"
"2017","3","A","골목상권","1000475","망원로11길","85","2","3","","","10","","1","","","","","","","7","","","","","21"
"2017","3","A","골목상권","1000899","논현로159길","173","2","7","","","12","1","1","1","1","","","1","1","12","","","","","5"
"2017","3","A","골목상권","1000340","오패산로30길","78","1","1","","","10","4","1","1","1","","","","","2","","","","","33"
"2017","3","A","골목상권","1000453","통일로11길","77","2","2","","","6","1","1","1","","1","","","","7","","","","","29"
"2017","3","A","골목상권","1000865","사임당로17길","179","1","13","","1","15","3","1","","","1","","1","","4","","","","1","22"
"2017","3","A","골목상권","1000416","은평로8길","113","1","5","","1","14","2","1","","1","","","1","","12","","","","1","25"
"2017","3","A","골목상권","1000450","증가로6길","69","4","2","","","8","","2","","","1","","1","","3","","","","","29"
"2017","3","A","골목상권","1000929","압구정로2길","93","2","1","","","8","1","1","1","1","","","","3","17","","","","","6"
"2017","3","A","골목상권","1000391","갈현로33길","49","2","","","","7","3","2","2","3","","","","","1","","","","","17"
"2017","3","A","골목상권","1000449","증가로23나길","111","5","5","","","20","3","2","2","1","","","2","","6","","","","","21"
"2017","3","A","골목상권","1000898","논현로139길","118","2","11","","3","5","","","","","1","","1","","9","","","","","16"
"2017","3","A","골목상권","1000368","도봉산길","25","1","","","","1","1","","","1","","","1","1","2","","","","2","10"
"2017","3","A","골목상권","1000367","도봉산4길","14","","","","","","","","","1","","","","1","","","","","2","9"
"2017","3","A","골목상권","1000364","도봉로156길","68","4","3","","","7","2","","1","","","","","","7","","1","","","28"
"2017","3","A","골목상권","1000356","도당로13바길","51","3","","","","8","","2","1","","","","","1","1","","","","","18"
"2017","3","A","골목상권","1000336","솔매로45길","114","1","3","","2","19","1","1","1","1","1","","1","","15","","","","2","12"
"2017","3","A","골목상권","1000462","도화길","201","2","18","","","21","2","1","","","1","","1","","13","","","","6","35"
"2017","3","A","골목상권","1000442","세무서길","167","4","5","","2","23","3","2","","","","","1","1","14","","","","1","32"
"2017","3","A","골목상권","1000522","목동로9길","129","4","9","","","10","4","3","","3","","","1","","2","","","","1","25"
"2017","3","A","골목상권","1000492","양화로1길","86","","4","","","10","1","1","","","","","","4","17","","","","1","22"
"2017","3","A","골목상권","1000600","초록마을로3길","93","4","1","","","4","3","2","","","1","","2","","38","","","","","22"
"2017","3","A","골목상권","1000598","우장산로6길","73","4","4","1","1","12","3","2","1","3","1","","2","","1","","","","","16"
"2017","3","A","골목상권","1000597","양천로73가길","76","1","1","","1","8","","1","1","","","","2","","10","","","","1","19"
"2017","3","A","골목상권","1000530","목동중앙서로8가길","91","2","4","1","","16","1","","","","","","1","","6","","","","","8"
"2017","3","A","골목상권","1000595","양천로49길","47","2","3","","","3","1","1","","","","","1","1","2","","","","1","23"
"2017","3","A","골목상권","1000649","신도림로13길","24","2","","","","","2","2","","1","","","1","","","","","","1","15"
"2017","3","A","골목상권","1000589","방화대로21길","96","1","5","","1","12","1","1","1","","","","","","14","","","","2","20"
"2017","3","A","골목상권","1000515","남부순환로70길","58","2","2","","","10","3","","","","","","","","1","","","","","17"
"2017","3","A","골목상권","1000576","공항대로55길","56","3","2","","","7","2","1","1","","","","","","6","","","","1","14"
"2017","3","A","골목상권","1000551","화곡로4길","65","4","3","","1","8","2","1","3","3","","","","1","3","","","","","16"
"2017","3","A","골목상권","1000564","강서로5나길","127","2","1","","","8","","1","","","","","","","84","","","","","9"
"2017","3","A","골목상권","1000527","목동중앙북로16길","65","2","2","","1","10","4","1","","","","","","1","5","","","","1","11"
"2017","3","A","골목상권","1000513","남부순환로40길","46","2","2","","1","9","","","2","1","","","","2","3","","","","","7"
"2017","3","A","골목상권","1000609","개봉로11길","100","3","5","","","14","2","1","1","","","","1","","","","","","","34"
"2017","3","A","골목상권","1000607","화곡로59길","83","4","6","1","","10","","","","2","","","1","","11","","","","","21"
"2017","3","A","골목상권","1000248","면목로78길","118","","3","","1","17","3","1","","","","","","","10","","","","1","25"
"2017","3","A","골목상권","1000199","장한로27가길","115","4","5","","3","19","2","1","","","","","","","5","","","","","20"
"2017","3","A","골목상권","1000274","보문로13길","66","1","3","","","7","3","2","1","1","","","1","2","18","","","","","11"
"2017","3","A","골목상권","1000222","겸재로29길","100","2","4","","1","13","3","1","","","","","","","6","","","","1","22"
"2017","3","A","골목상권","1000182","무학로16길","38","1","4","","","6","2","","","","","","1","1","2","","","","","11"
"2017","3","A","골목상권","1000298","정릉로27길","117","3","5","","","14","4","2","","","","","","","3","","","","","49"
"2017","3","A","골목상권","1000297","정릉로26길","95","4","4","","","11","1","2","","","","","","1","2","","","","","46"
"2017","3","A","골목상권","1000255","신내로7가길","47","","","","","4","2","2","2","1","","","","","1","","1","","1","13"
"2017","3","A","골목상권","1000250","봉화산로30길","57","3","1","","1","9","4","2","1","","","","","1","","","2","","2","16"
"2017","3","A","골목상권","1000227","답십리로75길","37","2","","","","6","1","1","1","","","","","","2","","","","","13"
"2017","3","A","골목상권","1000263","돌곶이로22길","84","2","4","","","16","3","1","","","","","","","12","","","","1","18"
"2017","3","A","골목상권","1000510","곰달래로3길","79","6","1","","","17","4","2","1","","","","","","4","","","","","14"
"2017","3","A","골목상권","1000261","길음로7길","85","2","3","","","10","1","","","","","","","","11","","","","1","23"
"2017","3","A","골목상권","1000260","중랑천로10길","84","3","2","","1","11","2","2","","","","","1","1","10","","","","","19"
"2017","3","A","골목상권","1000196","장한로25길","120","1","3","","3","16","1","2","","","","","","2","21","","","","","24"
"2017","3","A","골목상권","1000562","강서로47라길","98","2","3","1","","14","3","2","3","7","","","2","","","","","","1","17"
"2017","3","A","골목상권","1000302","종암로21길","106","5","2","","","11","2","1","","","","","","","15","","","","","33"
"2017","3","A","골목상권","1000537","오목로30길","103","4","4","","","12","","1","1","","","","1","","6","","","","2","20"
"2017","3","A","골목상권","1000535","신월로20길","66","1","4","","1","12","1","1","1","","","","","","2","","","","","14"
"2017","3","A","골목상권","1000506","효창원로93길","59","5","1","","","5","1","1","1","1","1","","","6","4","","","","","25"
"2017","3","A","골목상권","1000204","전농로3길","96","","4","","","12","1","2","","","","","1","","11","","","","","16"
"2017","3","A","골목상권","1000214","한천로14길","99","5","2","","2","16","2","1","1","","","","","","15","","","","","25"
